siteID,date,observer,time,bandNumber,longitude,latitude,resightType,notes
WOODPAUVA1,2012-04-29,NA,NA,1931-74812,NA,NA,T,"yearColumn = 2007, badned by participant 6/17/2007; yearColumn = 2008, recaptured by NNW 7/1/2008; yearColumn = 2009, resighted by particpant 10 March; yearColumn = 2010, resighted by participant 3 March, 28 Dec; resighted by NN 6/30/10; ; yearColumn = 2011, resighted by participant 2 June; 27 Sept.; yearColumn = 2012, resighted 29 April; by participant 1 June, 08/16/2012; yearColumn = 2013, resighted by participant 1 May"
GECACARVA1,2012-06-26,NA,NA,2441-14108,NA,NA,T,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted 7/2/2010; resighted by participant 18 Dec; 1/2/2011; yearColumn = 2011, resighted by participant 2/11/2012; yearColumn = 2012, Resight 6/26/2012,
resighted by participant 04/02/2012; yearColumn = 2013, Recapture 7/10/2013"
REITBOBMD1,2012-07-07,NA,NA,2301-56785,NA,NA,T,"yearColumn = 2008, banded 24 June; yearColumn = 2009, resighted by participant May and Sept.; yearColumn = 2010, resighted 7/6; yearColumn = 2012, resighted 7/7/2012, by participant 10 Sept."
REITBOBMD1,2012-09-10,NA,NA,2301-56785,NA,NA,T,"yearColumn = 2008, banded 24 June; yearColumn = 2009, resighted by participant May and Sept.; yearColumn = 2010, resighted 7/6; yearColumn = 2012, resighted 7/7/2012, by participant 10 Sept."
VONGJENMD1,2012-06-07,NA,NA,2411-37406,NA,NA,T,"yearColumn = 2009, banded 6/23; yearColumn = 2012, Resighted 6/7/2012; resighted by participant 06/30/2012; yearColumn = 2014, resighted by participant 24 May; yearColumn = 2015, resighted by participant 24 May"
HUNTDAVMD2,2012-06-29,NA,NA,2411-37543,NA,NA,T,"yearColumn = 2010, banded 7/12/10; yearColumn = 2012, resighted by participant 22 May; also resight by JAG 6/29/12"
CAMPGLOMD1,2013-07-01,NA,NA,2301-56982,NA,NA,T,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13"
TATEJUAMD1,2014-06-19,NA,NA,2421-34682,NA,NA,T,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, resighted by participant 12/13/2013.; yearColumn = 2014, resighted 19 June
Resighted by participant 8/3/14; yearColumn = 2015, Resighted by participant 3/9/15"
TATEJUAMD1,2014-06-19,NA,NA,2641-63670,NA,NA,T,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, resighted 19 June
Resighted by participant 12/14/14; yearColumn = 2015, Resighted by Participant 6/01/15"
TATEJUAMD1,2015-06-17,NA,NA,2641-63972,NA,NA,T,"yearColumn = 2014, banded 19 June; yearColumn = 2015, Resighted 6/17/2015.
Paritipant reighted 5/1/15"
SILLSCOMD1,2015-04-09,NA,NA,2571-70337,NA,NA,T,"yearColumn = 2014, CAPTURE 6/7/14 ; yearColumn = 2015, Resighted 4/9/2015 & 7/23/2015"
SILLSCOMD1,2015-07-23,NA,NA,2571-70337,NA,NA,T,"yearColumn = 2014, CAPTURE 6/7/14 ; yearColumn = 2015, Resighted 4/9/2015 & 7/23/2015"
GOCHJOAMD1,2015-06-20,NA,NA,2641-63882,NA,NA,T,"yearColumn = 2014, banded July 25; yearColumn = 2015, Resighted KO 6/20/15
Participant resight 4/10/15"
MCKEJANMD1,2002-06-11,NA,NA,1920-85886,NA,NA,T,"yearColumn = 2000, banded 12 May; yearColumn = 2001, resighted by participant spring 2001; yearColumn = 2002, resight 11 June; recap 3 Oct"
GARDVALMD1,2002-08-12,NA,NA,8209-74586,NA,NA,T,"yearColumn = 2001, banded 12 April; yearColumn = 2002, recaptured 23 May; resight 12 August; yearColumn = 2003, resight 25 April"
FREYFREMD1,2002-05-11,NA,NA,791-17074,NA,NA,T,"yearColumn = 2001, banded 30 May; yearColumn = 2002, resight 11 May, recap 7 Aug"
CAMPROSMD1,2002-06-26,NA,NA,1141-05577,NA,NA,T,"yearColumn = 2001, banded 23 May; yearColumn = 2002, resight 26 June, recap 7 July; yearColumn = 2003, resighted 2 July"
GIBSELAMD1,2002-06-20,NA,NA,1751-51984,NA,NA,T,"yearColumn = 2001, banded 5 June; yearColumn = 2002, resight 20 June, recap 13 Sept; yearColumn = 2003, resight  7 May."
BERNCHRMD1,2002-04-26,NA,NA,8001-21304,NA,NA,T,"yearColumn = 2001, banded 19 June; yearColumn = 2002, resight 26 April, recap 5 Sept"
BLOCDAVMD1,2002-06-23,NA,NA,1141-05611,NA,NA,T,"yearColumn = 2001, banded 2 June; yearColumn = 2002, resight 23 June,recap 6 Aug"
TATEJUAMD1,2002-06-18,NA,NA,1751-51948,NA,NA,T,"yearColumn = 2001, banded 16 May; yearColumn = 2002, resight 18 June, recap 18 July; yearColumn = 2003, resight 10 June by participant"
BALAELEMD1,2002-07-10,NA,NA,2250-24207,NA,NA,T,"yearColumn = 2001, banded 1 May; yearColumn = 2002, resight 10 July, recap 23 Sept; yearColumn = 2004, recap 11 June"
STURCARMD1,2002-06-06,NA,NA,2250-24059,NA,NA,T,"yearColumn = 2001, banded 13 June; yearColumn = 2002, resighted 6 June; recap 20 Sept; yearColumn = 2003, resight 11 May"
HUNTDAVMD2,2002-05-29,NA,NA,2250-24403,NA,NA,T,"yearColumn = 2001, banded 15 June; yearColumn = 2002, resite 29 May, recap 18 Oct; yearColumn = 2003, resighted 21 April."
MISBJANMD1,2002-06-20,NA,NA,2250-24032,NA,NA,T,"yearColumn = 2001, banded 22 May; yearColumn = 2002, resight 20 June, recap 13 Sept; yearColumn = 2003, resighted 3 June"
ROHRSALMD1,2003-04-30,NA,NA,791-17033,NA,NA,T,"yearColumn = 2001, banded 8 May; yearColumn = 2003, resight 30 April, recap 11 June"
CAMPLIBMD1,2007-05-22,NA,NA,2430-29223,NA,NA,T,"yearColumn = 2005, banded 16 June; yearColumn = 2007, Resighted/Captured 22 May"
CAMPLIBMD1,2007-05-22,NA,NA,2430-29224,NA,NA,T,"yearColumn = 2005, banded 16 June; yearColumn = 2007, Resighted/captured 22 May"
WILLTINVA1,2008-01-21,NA,NA,2281-69446,NA,NA,T,"yearColumn = 2007, banded 17 July; yearColumn = 2008, resighted 18 June; yearColumn = 2009, resighted by participant, 1/21/09, 5/12/09, recaptured 6/30/09"
WILLTINVA1,2009-05-12,NA,NA,2281-69446,NA,NA,T,"yearColumn = 2007, banded 17 July; yearColumn = 2008, resighted 18 June; yearColumn = 2009, resighted by participant, 1/21/09, 5/12/09, recaptured 6/30/09"
CAMPGLOMD1,2008-01-11,NA,NA,2281-69466,NA,NA,T,"yearColumn = 2008, banded_6/9/08, resighted by participant 10/27/08; yearColumn = 2009, recap 5/12/09 resighted by participant in 1/11/09 -4/23/09; yearColumn = 2010, resighted by participant 1/31/10 and 2/14/10"
CAMPGLOMD1,2009-04-23,NA,NA,2281-69466,NA,NA,T,"yearColumn = 2008, banded_6/9/08, resighted by participant 10/27/08; yearColumn = 2009, recap 5/12/09 resighted by participant in 1/11/09 -4/23/09; yearColumn = 2010, resighted by participant 1/31/10 and 2/14/10"
BALASUCMD1,2009-03-28,NA,NA,2301-55930,NA,NA,T,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March, 22 April by participant, recap 6/12"
BALASUCMD1,2009-04-22,NA,NA,2301-55930,NA,NA,T,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March, 22 April by participant, recap 6/12"
WARDDOUVA1,2009-06-28,NA,NA,1991-46192,NA,NA,T,"yearColumn = 2008, banded 5 july; yearColumn = 2009, Resighted by participant and Recap 6/28/2009; yearColumn = 2010, resighted by participant 1 May; recap 6/5; yearColumn = 2011, resighted by participant 25 April"
FREYFREMD1,2009-04-16,NA,NA,2341-30143,NA,NA,T,"yearColumn = 2008, banded_18 July; yearColumn = 2009, resighted by participant 16 April; 25 May, recaptured 7/6/09"
FREYFREMD1,2009-05-25,NA,NA,2341-30143,NA,NA,T,"yearColumn = 2008, banded_18 July; yearColumn = 2009, resighted by participant 16 April; 25 May, recaptured 7/6/09"
WARDDOUVA1,2010-06-05,NA,NA,1991-46191,NA,NA,T,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted by participant 26 April; yearColumn = 2010, resighted by participant 5 June; recap 6/5; yearColumn = 2011, resighted by participant 23 April"
WOODPAUVA1,2010-03-24,NA,NA,841-76358,NA,NA,T,"yearColumn = 2007, aluminum banded by woodward as HY.; yearColumn = 2009, color banded 5/19/2009.; yearColumn = 2010, resighted by participants 24 March; 31 Dec; recapped by participant with brood patch 3 July; yearColumn = 2011, resighted by participant 24 Jan, 17 May, Oct. 13"
WOODPAUVA1,2010-12-31,NA,NA,841-76358,NA,NA,T,"yearColumn = 2007, aluminum banded by woodward as HY.; yearColumn = 2009, color banded 5/19/2009.; yearColumn = 2010, resighted by participants 24 March; 31 Dec; recapped by participant with brood patch 3 July; yearColumn = 2011, resighted by participant 24 Jan, 17 May, Oct. 13"
WILDANNVA1,2010-06-26,NA,NA,2441-14140,NA,NA,T,"yearColumn = 2009, Banded 7/2/2009; yearColumn = 2010, recaptured 6/7/10, resighted 6/26/10"
VONGJENMD1,2010-04-10,NA,NA,2590-82308,NA,NA,T,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April, 7 sept"
VONGJENMD1,2010-09-07,NA,NA,2590-82308,NA,NA,T,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April, 7 sept"
VONGJENMD1,2010-04-10,NA,NA,2441-14203,NA,NA,T,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2010-06-08,NA,NA,2441-14203,NA,NA,T,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2010-08-22,NA,NA,2441-14203,NA,NA,T,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2010-12-16,NA,NA,2441-14203,NA,NA,T,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
SALAJENMD1,2010-06-23,NA,NA,2441-14209,NA,NA,T,"yearColumn = 2009, banded 7/9; yearColumn = 2010, recap 6/18; resighted by participant 23 June, 24 July"
SALAJENMD1,2010-07-24,NA,NA,2441-14209,NA,NA,T,"yearColumn = 2009, banded 7/9; yearColumn = 2010, recap 6/18; resighted by participant 23 June, 24 July"
CAMPGLOMD1,2012-03-01,NA,NA,2301-56611,NA,NA,T,"yearColumn = 2008, banded 6/9/08, resighted by participant 11/24/08; yearColumn = 2009, resighted by participant 2/19/09 - 4/23/09; yearColumn = 2011, resighted by participant 22 April and 17 Feb 2012; yearColumn = 2012, resighted by participant 1 March and in August;Recaptured 6/6/2012; ; yearColumn = 2013, resight 7/1/13"
MARRPETMD2,2013-05-13,NA,NA,2690-08473,NA,NA,T,"yearColumn = 2012, Capture 7/19/2012; yearColumn = 2013, recap 5/13/2013 and 6/27/13 and resighted"
MARRPETMD2,2013-06-27,NA,NA,2690-08473,NA,NA,T,"yearColumn = 2012, Capture 7/19/2012; yearColumn = 2013, recap 5/13/2013 and 6/27/13 and resighted"
BEALTOMMD1,2014-07-22,NA,NA,2441-96553,NA,NA,T,"yearColumn = 2013, Captured July 10, 2013; yearColumn = 2014, recaptured June 17; resighted by participant 22 July, 6 Oct, 3 Dec"
BEALTOMMD1,2014-10-06,NA,NA,2441-96553,NA,NA,T,"yearColumn = 2013, Captured July 10, 2013; yearColumn = 2014, recaptured June 17; resighted by participant 22 July, 6 Oct, 3 Dec"
BEALTOMMD1,2014-12-03,NA,NA,2441-96553,NA,NA,T,"yearColumn = 2013, Captured July 10, 2013; yearColumn = 2014, recaptured June 17; resighted by participant 22 July, 6 Oct, 3 Dec"
KNIGSALVA1,2015-10-27,NA,NA,2441-96389,NA,NA,T,"yearColumn = 2014, banded 7 July; yearColumn = 2015, Recaptured 6/18/2015; resighted by participant 10/27; 11/15"
YOUNKIMVA1,2013-06-15,NA,NA,2590-82457,NA,NA,T,"yearColumn = 2009, Banded 7/26/2009; yearColumn = 2010, recaptured 6/8/2010; yearColumn = 2013, recaptured and resighted; yearColumn = 2014, resighted 4/25/2014"
ANDRJENFL1,2011-05-31,NA,NA,2661-07643,NA,NA,T,NA
ANDRJENFL1,2015-04-30,NA,NA,2331-09326,NA,NA,T,NA
ANDRJENFL1,2015-04-30,NA,NA,2661-07645,NA,NA,T,NA
ANDRJENFL1,2015-04-30,NA,NA,2661-31323,NA,NA,T,NA
BLOOLEEFL1,2015-04-30,NA,NA,2661-07789,NA,NA,T,NA
BLOOLEEFL1,2015-04-30,NA,NA,1991-18040,NA,NA,T,NA
CARLDAVFL1,2011-05-31,NA,NA,2661-07624,NA,NA,T,NA
CHERNADFL1,2011-05-31,NA,NA,2661-31362,NA,NA,T,NA
CHURCARFL1,2011-06-30,NA,NA,2531-99372,NA,NA,T,NA
DAYLAUFL1,2011-06-30,NA,NA,2331-09172,NA,NA,T,NA
DAYLAUFL1,2011-06-30,NA,NA,2571-90289,NA,NA,T,NA
DAYLAUFL1,2013-05-31,NA,NA,1292-71301,NA,NA,T,NA
FAULCRAFL1,2014-11-30,NA,NA,2661-07748,NA,NA,T,NA
FAULCRAFL1,2014-11-30,NA,NA,2661-31319,NA,NA,T,NA
FAULCRAFL1,2015-03-31,NA,NA,2661-31319,NA,NA,T,NA
FAULCRAFL1,2015-04-30,NA,NA,2661-07748,NA,NA,T,NA
FLAGMARFL1,2011-05-31,NA,NA,2590-82080,NA,NA,T,NA
FLAMSCOFL1,2015-04-30,NA,NA,2661-31317,NA,NA,T,NA
GOWAGEOFL1,2011-05-31,NA,NA,2590-82094,NA,NA,T,NA
GOWAGEOFL1,2011-05-31,NA,NA,2661-07766,NA,NA,T,NA
GOWAJOAFL1,2013-04-30,NA,NA,1991-18084,NA,NA,T,NA
GRANIANFL1,2012-07-31,NA,NA,1991-18024,NA,NA,T,NA
GRANIANFL1,2012-07-31,NA,NA,1991-18025,NA,NA,T,NA
GRANIANFL1,2012-01-31,NA,NA,1991-18024,NA,NA,T,NA
GRANIANFL1,2013-03-31,NA,NA,2571-70429,NA,NA,T,NA
GRINJENFL1,2012-02-28,NA,NA,2571-70482,NA,NA,T,NA
GRINJENFL1,2013-03-31,NA,NA,2571-70482,NA,NA,T,NA
GRINJENFL1,2013-04-30,NA,NA,2571-70482,NA,NA,T,NA
GRINJENFL1,2013-05-31,NA,NA,2571-70482,NA,NA,T,NA
HENJELAFL1,2011-05-31,NA,NA,2710-25710,NA,NA,T,NA
HENJELAFL1,2011-05-31,NA,NA,2640-61839,NA,NA,T,NA
HERRJAYFL1,2011-06-30,NA,NA,2531-99362,NA,NA,T,NA
HOUSEPREFL1,2011-06-30,NA,NA,2531-99366,NA,NA,T,NA
KENTADAFL1,2011-05-31,NA,NA,2661-31343,NA,NA,T,NA
KENTADAFL1,2011-05-31,NA,NA,2661-31350,NA,NA,T,NA
KENTADAFL1,2011-05-31,NA,NA,2641-96716,NA,NA,T,NA
KENTADAFL1,2011-05-31,NA,NA,2661-31345,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2571-70457,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2571-70456,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2571-70454,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2571-70458,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,1991-18077,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,1991-18079,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2331-09111,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,1991-18081,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2331-09106,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2331-09109,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2331-09110,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2331-09107,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2331-09108,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,2331-09113,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,2331-09108,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,2331-09108,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,2331-09113,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,2331-09115,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,2331-09107,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,2331-09113,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,1991-18077,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,1991-18077,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,2331-09115,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-02-28,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-02-28,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-02-28,NA,NA,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,2331-09114,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,2331-09112,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,1991-18077,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-06-30,NA,NA,2331-09112,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,1991-18077,NA,NA,T,NA
KENTADAFL1,2013-08-31,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-09-30,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,2331-09114,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-10-31,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,2331-09114,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,1991-18077,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-11-30,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,2331-09114,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,1991-18077,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-12-31,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-01-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-01-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-01-31,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-01-31,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-01-31,NA,NA,1991-18077,NA,NA,T,NA
KENTADAFL1,2013-01-31,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-01-31,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2013-02-28,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-02-28,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-02-28,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2013-02-28,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2013-02-28,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-02-28,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2014-03-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2014-03-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2014-03-31,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2014-03-31,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2014-03-31,NA,NA,1991-18078,NA,NA,T,NA
KENTADAFL1,2014-04-30,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2014-04-30,NA,NA,2571-90251,NA,NA,T,NA
KENTADAFL1,2014-04-30,NA,NA,2331-09148,NA,NA,T,NA
KENTADAFL1,2014-05-31,NA,NA,2640-61858,NA,NA,T,NA
KENTADAFL1,2014-05-31,NA,NA,2640-61856,NA,NA,T,NA
KENTADAFL1,2014-05-31,NA,NA,2571-90250,NA,NA,T,NA
KENTADAFL1,2014-05-31,NA,NA,2571-90251,NA,NA,T,NA
